Date,Customer_ID,Product_Category,Product_Name,Quantity,Price,Delivery_Status,Review_Rating,Review_Text
08-04-2025,CUST5173,Beauty,Hair Dryer,5,5959.16,Returned,5,Worth every rupee!
06-07-2025,CUST8066,Electronics,Tablet,5,34405.49,Returned,2,Disappointed
17-09-2025,CUST6067,Books,Biography,1,36043.76,Pending,3,Fair deal
13-12-2025,CUST3851,Home & Kitchen,Water Purifier,2,9753.64,Pending,4,Would buy again
07-11-2025,CUST6279,Electronics,Headphones,3,10667.1,Pending,5,Worth every rupee!
04-12-2025,CUST2389,Clothing,Saree,4,39728.02,Delivered,2,Poor packaging
12-04-2025,CUST3414,Home & Kitchen,Mixer Grinder,2,33705.22,Delivered,2,Quality could improve
10-04-2025,CUST7291,Beauty,Hair Dryer,1,22879.73,Pending,5,Loved it!
01-04-2025,CUST9486,Clothing,T-Shirt,1,38965.34,Delivered,2,Poor packaging
08-12-2025,CUST9702,Clothing,T-Shirt,4,6840.29,Pending,4,Would buy again
01-09-2025,CUST8373,Books,Children's Book,5,22406.5,Delivered,2,Disappointed
27-05-2025,CUST4841,Books,Children's Book,2,13874.95,Pending,1,Defective item
22-12-2025,CUST3503,Books,Fiction Novel,2,7711.37,Delivered,3,Pretty decent
16-04-2025,CUST7883,Beauty,Lipstick,5,23403.03,Returned,1,Very bad product
02-06-2025,CUST7389,Books,Children's Book,4,24848.92,Returned,3,Not bad
06-09-2025,CUST1475,Books,Science Textbook,4,11127.2,Pending,3,Pretty decent
14-01-2025,CUST7455,Clothing,Jacket,2,49039.95,Delivered,5,Worth every rupee!
17-06-2025,CUST4467,Clothing,Jacket,2,2704.17,Pending,4,Value for money
29-08-2025,CUST1317,Beauty,Lipstick,4,12763.12,Pending,1,Waste of money
11-01-2025,CUST3496,Electronics,Smartphone,1,47490.66,Delivered,2,Product not as expected
08-07-2025,CUST3749,Electronics,Tablet,2,23358.69,Delivered,3,Could be better
13-12-2025,CUST7149,Unknown,Tablet,1,46458.58,Returned,5,Loved it!
17-12-2025,CUST2983,Electronics,Tablet,2,5274.69,Pending,3,Not bad
07-01-2025,CUST7882,Beauty,Lipstick,1,25396.85,Delivered,3,Fair deal
30-11-2025,CUST5425,Home & Kitchen,Air Fryer,2,21887.26,Pending,5,Worth every rupee!
23-05-2025,CUST8385,Books,Biography,3,42615.32,Pending,1,Never buying again
04-04-2025,CUST8988,Books,Children's Book,3,1629.26,Pending,3,Could be better
12-10-2025,CUST1166,Home & Kitchen,Vacuum Cleaner,5,35118.95,Delivered,3,Okay product
27-11-2025,CUST9041,Beauty,Shampoo,5,37956.6,Delivered,4,Good quality
06-12-2025,CUST7046,Home & Kitchen,Cookware Set,4,34651,Returned,3,Not bad
19-05-2025,CUST6023,Home & Kitchen,Air Fryer,5,16673.41,Delivered,4,Good quality
09-04-2025,CUST4545,Clothing,Sneakers,1,37195.48,Pending,2,Poor packaging
01-06-2025,CUST4727,Books,Comics,3,49029.43,Delivered,2,Disappointed
11-10-2025,CUST5786,Electronics,Tablet,2,13860.7,Delivered,1,Terrible experience
14-08-2025,CUST6582,Electronics,Smartphone,5,14360.1,Delivered,4,Value for money
23-10-2025,CUST1878,Beauty,Face Cream,1,20155.23,Delivered,1,Never buying again
07-11-2025,CUST4697,Home & Kitchen,Mixer Grinder,2,6098.89,Pending,4,Pretty decent
31-01-2025,CUST2625,Home & Kitchen,Water Purifier,4,15407.94,Returned,5,Loved it!
08-02-2025,CUST3564,Home & Kitchen,Mixer Grinder,2,12145.29,Pending,5,Worth every rupee!
28-12-2025,CUST5632,Books,Children's Book,3,1825.46,Delivered,3,Okay product
26-04-2025,CUST3441,Home & Kitchen,Water Purifier,2,21371.92,Delivered,5,Excellent product!
28-05-2025,CUST8195,Unknown,Laptop,3,29833.19,Pending,5,Highly recommend!
11-02-2025,CUST1653,Beauty,Lipstick,5,27091.08,Returned,4,Value for money
28-10-2025,CUST1339,Books,Biography,1,4748.08,Returned,5,Excellent product!
03-04-2025,CUST8141,Clothing,Jacket,5,32645.17,Delivered,3,Fair deal
24-03-2025,CUST6403,Home & Kitchen,Air Fryer,3,16188.7,Returned,1,Terrible experience
11-06-2025,CUST5135,Home & Kitchen,Air Fryer,5,2027.52,Delivered,1,Terrible experience
07-04-2025,CUST9494,Books,Fiction Novel,5,23206.42,Returned,1,Terrible experience
28-05-2025,CUST8178,Beauty,Face Cream,2,13499.4,Delivered,2,Not satisfied
10-10-2025,CUST7684,Books,Science Textbook,2,15675.36,Delivered,1,Very bad product
18-09-2025,CUST5479,Beauty,Face Cream,2,25019.1,Pending,3,Fair deal
03-11-2025,CUST9327,Clothing,Jacket,5,7403.17,Delivered,2,Disappointed
25-05-2025,CUST5891,Beauty,Lipstick,5,13505.2,Delivered,1,Terrible experience
13-07-2025,CUST8460,Unknown,Children's Book,3,16755.51,Delivered,5,Loved it!
23-01-2025,CUST6213,Books,Children's Book,2,42829.45,Returned,4,Pretty decent
15-09-2025,CUST6439,Beauty,Perfume,4,24848.92,Pending,2,Not satisfied
02-12-2025,CUST3529,Books,Children's Book,1,36177.7,Pending,4,Value for money
12-12-2025,CUST9742,Home & Kitchen,Water Purifier,4,32561.87,Pending,3,Fair deal
27-04-2025,CUST2480,Books,Fiction Novel,5,3607.35,Delivered,3,Average
16-06-2025,CUST1919,Beauty,Perfume,3,45190.52,Pending,1,Defective item
16-12-2025,CUST3950,Beauty,Perfume,2,26652.08,Delivered,5,Excellent product!
26-10-2025,CUST3344,Books,Children's Book,5,34220.1,Pending,4,Value for money
28-05-2025,CUST9955,Beauty,Lipstick,1,44965.64,Delivered,4,Pretty decent
20-12-2025,CUST5097,Home & Kitchen,Water Purifier,3,32019.15,Pending,4,Satisfied with the product
03-07-2025,CUST5847,Beauty,Shampoo,1,12012.84,Delivered,5,Worth every rupee!
07-11-2025,CUST9138,Home & Kitchen,Mixer Grinder,5,43280.36,Delivered,1,Never buying again
18-11-2025,CUST2591,Home & Kitchen,Cookware Set,2,24848.92,Pending,2,Product not as expected
01-06-2025,CUST6352,Electronics,Tablet,3,36671.52,Delivered,1,Waste of money
26-03-2025,CUST5210,Clothing,Saree,3,26636.45,Pending,3,Could be better
13-12-2025,CUST7511,Electronics,Smartwatch,1,7209.7,Delivered,2,Product not as expected
11-12-2025,CUST5295,Electronics,Headphones,5,6354.72,Returned,3,Could be better
17-06-2025,CUST4626,Electronics,Laptop,4,1446.23,Returned,3,Worth every rupee!
05-06-2025,CUST9071,Home & Kitchen,Air Fryer,1,7160.9,Delivered,1,Waste of money
03-08-2025,CUST3531,Books,Science Textbook,4,22791.46,Returned,5,Excellent product!
17-01-2025,CUST7070,Beauty,Hair Dryer,4,46964.84,Pending,3,Fair deal
06-10-2025,CUST6876,Clothing,Sneakers,1,49050.2,Pending,3,Could be better
25-11-2025,CUST1349,Unknown,T-Shirt,4,4765.34,Pending,2,Quality could improve
17-04-2025,CUST4538,Clothing,Saree,2,3616.79,Pending,5,Loved it!
08-03-2025,CUST9850,Books,Fiction Novel,3,42948.63,Delivered,2,Not satisfied
29-10-2025,CUST6304,Electronics,Laptop,1,18040.47,Delivered,2,Disappointed
01-09-2025,CUST8344,Electronics,Laptop,4,26399.06,Returned,1,Never buying again
23-01-2025,CUST9543,Electronics,Smartwatch,5,11233.18,Pending,5,Excellent product!
09-09-2025,CUST8267,Electronics,Smartwatch,4,21428.43,Delivered,1,Defective item
21-11-2025,CUST9984,Books,Science Textbook,1,6484.34,Pending,5,Fantastic quality!
20-02-2025,CUST2874,Books,Biography,4,25376.44,Pending,4,Pretty decent
01-08-2025,CUST2557,Clothing,Jacket,3,41405.48,Pending,4,Value for money
04-02-2025,CUST2494,Home & Kitchen,Vacuum Cleaner,2,34403.69,Delivered,4,Pretty decent
15-10-2025,CUST6400,Electronics,Headphones,2,27907.26,Pending,5,Highly recommend!
23-02-2025,CUST9313,Beauty,Face Cream,3,30100.42,Delivered,3,Fair deal
28-02-2025,CUST5564,Clothing,T-Shirt,3,42299.6,Pending,3,Not bad
15-01-2025,CUST3955,Books,Comics,5,24848.92,Returned,3,Could be better
17-10-2025,CUST7566,Home & Kitchen,Vacuum Cleaner,1,9234,Delivered,2,Not satisfied
24-06-2025,CUST3578,Electronics,Tablet,2,18934.48,Pending,4,Value for money
22-03-2025,CUST1815,Books,Comics,1,44190.44,Pending,2,Product not as expected
21-04-2025,CUST9394,Beauty,Shampoo,5,22213.8,Pending,3,Fair deal
24-01-2025,CUST4612,Electronics,Headphones,5,24434.31,Returned,3,Average
11-05-2025,CUST5742,Electronics,Laptop,3,47277.14,Delivered,2,Not satisfied
27-12-2025,CUST4770,Beauty,Shampoo,2,6633.45,Delivered,5,Worth every rupee!
10-06-2025,CUST8033,Electronics,Smartwatch,1,23095.76,Returned,1,Terrible experience
29-03-2025,CUST8538,Home & Kitchen,Mixer Grinder,4,1238.66,Delivered,3,Fair deal
10-02-2025,CUST7484,Electronics,Laptop,4,29525.79,Returned,5,Highly recommend!
29-09-2025,CUST9355,Clothing,Sneakers,2,4003.69,Pending,1,Defective item
30-03-2025,CUST3504,Clothing,Jeans,1,7492.92,Delivered,2,Product not as expected
26-11-2025,CUST6295,Beauty,Hair Dryer,5,22555.48,Delivered,5,Worth every rupee!
30-10-2025,CUST1920,Electronics,Smartwatch,4,31642.98,Returned,3,Average
27-05-2025,CUST2257,Home & Kitchen,Air Fryer,4,2072.84,Returned,3,Not bad
19-08-2025,CUST4084,Books,Children's Book,4,29100.4,Returned,1,Terrible experience
13-02-2025,CUST9266,Books,Science Textbook,1,22636.05,Delivered,3,Okay product
06-07-2025,CUST7108,Beauty,Shampoo,5,26232.85,Pending,2,Product not as expected
03-02-2025,CUST6401,Home & Kitchen,Water Purifier,1,39503.5,Returned,3,Fair deal
11-02-2025,CUST3317,Home & Kitchen,Vacuum Cleaner,5,43689.33,Pending,3,Fair deal
26-11-2025,CUST6381,Clothing,Saree,1,15617.18,Returned,4,Would buy again
08-06-2025,CUST3953,Unknown,Smartwatch,5,18219.04,Pending,3,Fair deal
21-02-2025,CUST9317,Unknown,Jeans,2,7916.27,Returned,3,Could be better
03-04-2025,CUST3712,Books,Science Textbook,5,18960.65,Delivered,2,Product not as expected
30-04-2025,CUST9749,Home & Kitchen,Cookware Set,4,30607.65,Pending,4,Pretty decent
25-05-2025,CUST7256,Clothing,Sneakers,5,24848.92,Delivered,4,Satisfied with the product
10-07-2025,CUST2680,Books,Science Textbook,3,2798.55,Pending,4,Good quality
12-08-2025,CUST2502,Clothing,Sneakers,4,45284.25,Pending,2,Disappointed
01-05-2025,CUST7326,Electronics,Smartwatch,1,19943.41,Pending,3,Okay product
16-03-2025,CUST3254,Electronics,Headphones,1,41990.98,Pending,3,Fair deal
10-01-2025,CUST5193,Clothing,Jacket,4,30844.34,Delivered,1,Never buying again
02-05-2025,CUST5934,Books,Comics,4,5737.11,Delivered,3,Okay product
02-11-2025,CUST9782,Beauty,Hair Dryer,4,3327.8,Returned,4,Would buy again
11-11-2025,CUST6780,Books,Science Textbook,2,14705.34,Returned,1,Terrible experience
27-09-2025,CUST9914,Clothing,T-Shirt,5,48737.79,Pending,3,Terrible experience
02-07-2025,CUST2106,Electronics,Smartwatch,3,12831.78,Delivered,1,Very bad product
23-06-2025,CUST3868,Books,Biography,2,2407.92,Returned,5,Worth every rupee!
19-01-2025,CUST5807,Clothing,Jeans,1,35859.04,Delivered,4,Satisfied with the product
31-08-2025,CUST5150,Electronics,Headphones,3,25866.1,Returned,5,Loved it!
20-05-2025,CUST3039,Home & Kitchen,Vacuum Cleaner,1,43316.75,Pending,3,Fair deal
21-12-2025,CUST9151,Beauty,Shampoo,3,48691.43,Returned,4,Value for money
07-10-2025,CUST5813,Electronics,Smartwatch,1,21644.24,Delivered,2,Not satisfied
27-03-2025,CUST8272,Home & Kitchen,Vacuum Cleaner,3,22406.61,Pending,4,Good quality
08-02-2025,CUST7655,Home & Kitchen,Water Purifier,4,13872.86,Returned,1,Waste of money
18-01-2025,CUST3068,Electronics,Laptop,5,24848.92,Delivered,4,Value for money
14-12-2025,CUST8371,Home & Kitchen,Air Fryer,5,24848.92,Pending,2,Product not as expected
10-06-2025,CUST5566,Electronics,Tablet,2,26567.1,Delivered,4,Good quality
02-03-2025,CUST5288,Clothing,Jacket,5,19471.97,Returned,5,Worth every rupee!
13-04-2025,CUST3009,Clothing,Saree,3,34760.24,Delivered,4,Pretty decent
08-12-2025,CUST6692,Clothing,Jacket,1,40563.56,Delivered,3,Not bad
05-07-2025,CUST9335,Home & Kitchen,Vacuum Cleaner,2,35648.09,Delivered,2,Quality could improve
21-10-2025,CUST7044,Clothing,Jeans,4,1508.94,Returned,5,Loved it!
27-09-2025,CUST7730,Books,Fiction Novel,1,15602.68,Returned,4,Good quality
26-06-2025,CUST3102,Clothing,Sneakers,1,22608.73,Delivered,5,Worth every rupee!
26-03-2025,CUST3653,Books,Fiction Novel,1,26001.49,Delivered,3,Okay product
11-04-2025,CUST5496,Home & Kitchen,Water Purifier,3,42327.5,Returned,3,Could be better
31-10-2025,CUST3526,Books,Comics,1,25228.14,Returned,2,Poor packaging
11-02-2025,CUST1744,Books,Biography,5,2251.48,Returned,1,Waste of money
18-11-2025,CUST9938,Books,Children's Book,5,32021.76,Returned,4,Value for money
19-12-2025,CUST1981,Beauty,Perfume,4,15012.21,Pending,1,Terrible experience
10-06-2025,CUST6231,Beauty,Shampoo,2,17141.59,Pending,2,Quality could improve
27-08-2025,CUST3007,Home & Kitchen,Water Purifier,5,5487.96,Delivered,2,Quality could improve
12-11-2025,CUST7850,Clothing,T-Shirt,1,14652.56,Delivered,4,Value for money
21-09-2025,CUST8648,Books,Biography,2,38203.44,Pending,4,Pretty decent
21-04-2025,CUST6781,Electronics,Smartphone,4,25371.13,Delivered,2,Disappointed
25-02-2025,CUST8060,Beauty,Hair Dryer,4,14430.27,Pending,1,Defective item
15-10-2025,CUST4189,Beauty,Lipstick,1,20148.96,Returned,5,Highly recommend!
24-05-2025,CUST2946,Electronics,Smartwatch,5,22627.65,Delivered,5,Worth every rupee!
12-04-2025,CUST9341,Home & Kitchen,Vacuum Cleaner,5,46959.64,Returned,3,Not satisfied
23-09-2025,CUST8487,Electronics,Smartphone,2,35736.87,Returned,4,Would buy again
12-11-2025,CUST5902,Clothing,Sneakers,5,16062.8,Returned,4,Would buy again
08-07-2025,CUST6427,Books,Children's Book,5,15129.57,Pending,1,Never buying again
23-10-2025,CUST4728,Home & Kitchen,Mixer Grinder,5,23834.59,Returned,5,Worth every rupee!
17-03-2025,CUST4968,Clothing,Saree,5,38775.39,Returned,4,Good quality
31-07-2025,CUST4340,Clothing,T-Shirt,4,15821.89,Returned,2,Poor packaging
16-06-2025,CUST8837,Beauty,Face Cream,2,26030.42,Pending,5,Loved it!
09-11-2025,CUST8932,Beauty,Hair Dryer,3,27404.41,Delivered,3,Could be better
28-05-2025,CUST4396,Books,Biography,2,47085.98,Pending,3,Fair deal
13-12-2025,CUST9899,Home & Kitchen,Water Purifier,3,14531.91,Pending,5,Highly recommend!
27-06-2025,CUST8247,Clothing,Sneakers,1,14523.99,Returned,1,Terrible experience
23-12-2025,CUST5450,Clothing,Jeans,5,13702.41,Delivered,5,Fantastic quality!
26-04-2025,CUST4814,Books,Science Textbook,2,2728.12,Delivered,5,Worth every rupee!
03-01-2025,CUST3587,Home & Kitchen,Air Fryer,1,34123.36,Returned,2,Product not as expected
15-02-2025,CUST4804,Beauty,Perfume,3,16194.15,Delivered,1,Terrible experience
29-05-2025,CUST1613,Clothing,T-Shirt,4,39440.44,Pending,2,Poor packaging
26-09-2025,CUST9092,Books,Fiction Novel,3,14371.17,Returned,5,Worth every rupee!
28-11-2025,CUST5215,Home & Kitchen,Cookware Set,1,16668.07,Delivered,4,Value for money
07-08-2025,CUST9442,Home & Kitchen,Water Purifier,2,8939.65,Delivered,4,Pretty decent
04-01-2025,CUST5272,Unknown,Laptop,2,23977.21,Delivered,2,Product not as expected
06-01-2025,CUST5285,Home & Kitchen,Vacuum Cleaner,3,29206.55,Returned,5,Loved it!
18-12-2025,CUST9233,Electronics,Smartphone,4,15478.96,Returned,3,Good quality
02-09-2025,CUST3509,Home & Kitchen,Vacuum Cleaner,5,11198.29,Returned,2,Poor packaging
07-12-2025,CUST4578,Home & Kitchen,Air Fryer,5,45657.29,Returned,3,Fantastic quality!
09-02-2025,CUST2838,Electronics,Tablet,4,26503.02,Returned,3,Not bad
24-09-2025,CUST8239,Clothing,Saree,5,24848.92,Returned,3,Okay product
29-01-2025,CUST8429,Books,Children's Book,1,44964.69,Returned,4,Pretty decent
12-01-2025,CUST7487,Beauty,Hair Dryer,1,28028.1,Delivered,3,Okay product
05-10-2025,CUST1987,Books,Fiction Novel,1,21300.13,Pending,1,Very bad product
11-07-2025,CUST7266,Home & Kitchen,Air Fryer,2,38494.81,Pending,4,Pretty decent
02-03-2025,CUST3924,Electronics,Tablet,2,32746,Returned,3,Okay product
11-12-2025,CUST9920,Clothing,T-Shirt,1,48928.84,Returned,4,Pretty decent
07-04-2025,CUST2848,Clothing,Jeans,4,17438.75,Returned,3,Fair deal
01-11-2025,CUST1550,Books,Fiction Novel,2,10462.86,Returned,1,Very bad product
22-04-2025,CUST1924,Clothing,T-Shirt,4,22060.35,Returned,5,Highly recommend!
02-05-2025,CUST5944,Clothing,Saree,3,28958.25,Returned,3,Not bad
30-10-2025,CUST3869,Clothing,Jacket,3,13902.67,Returned,5,Worth every rupee!
23-12-2025,CUST7821,Electronics,Headphones,4,39333.07,Delivered,3,Could be better
03-06-2025,CUST3365,Beauty,Perfume,5,23781.24,Delivered,2,Poor packaging
05-05-2025,CUST5177,Beauty,Shampoo,5,26593.59,Pending,4,Good quality
27-01-2025,CUST5398,Beauty,Lipstick,1,26874.65,Delivered,2,Poor packaging
10-12-2025,CUST4555,Books,Fiction Novel,1,9570.53,Delivered,5,Highly recommend!
03-09-2025,CUST4974,Home & Kitchen,Mixer Grinder,2,46870.56,Pending,3,Waste of money
29-11-2025,CUST6886,Books,Biography,3,19156.95,Delivered,5,Highly recommend!
13-06-2025,CUST4328,Books,Children's Book,4,5110.69,Pending,4,Pretty decent
14-05-2025,CUST7841,Electronics,Tablet,2,37114.37,Delivered,1,Waste of money
13-09-2025,CUST6530,Home & Kitchen,Cookware Set,4,28575.52,Pending,2,Product not as expected
08-09-2025,CUST4015,Beauty,Perfume,3,8629.43,Returned,5,Excellent product!
04-02-2025,CUST3474,Electronics,Smartphone,1,20737.13,Delivered,2,Poor packaging
05-09-2025,CUST8993,Beauty,Lipstick,1,30968.19,Delivered,5,Fantastic quality!
02-10-2025,CUST5697,Books,Children's Book,1,1032.96,Returned,3,Fair deal
09-04-2025,CUST9625,Clothing,T-Shirt,1,26314.39,Pending,2,Disappointed
17-10-2025,CUST4984,Unknown,Face Cream,3,47973.03,Pending,4,Good quality
01-09-2025,CUST1919,Electronics,Smartphone,4,19087.35,Returned,5,Loved it!
17-10-2025,CUST2562,Electronics,Smartwatch,4,32316.38,Delivered,3,Okay product
17-12-2025,CUST5593,Books,Children's Book,3,2518.79,Delivered,1,Defective item
09-02-2025,CUST5903,Electronics,Laptop,5,7380.74,Returned,4,Satisfied with the product
19-12-2025,CUST2284,Books,Children's Book,5,16720.15,Delivered,3,Not satisfied
01-11-2025,CUST7499,Beauty,Perfume,1,24848.92,Delivered,5,Highly recommend!
10-08-2025,CUST4043,Beauty,Shampoo,2,17919.4,Delivered,4,Would buy again
14-07-2025,CUST3527,Home & Kitchen,Cookware Set,1,4285.49,Pending,2,Disappointed
04-07-2025,CUST5419,Electronics,Smartphone,1,47159.42,Delivered,4,Good quality
28-07-2025,CUST2692,Clothing,Jacket,4,27937.85,Delivered,5,Highly recommend!
17-07-2025,CUST1202,Books,Fiction Novel,5,29982.58,Pending,3,Fair deal
17-12-2025,CUST7237,Electronics,Tablet,2,28683.63,Delivered,2,Disappointed
11-08-2025,CUST5521,Home & Kitchen,Vacuum Cleaner,4,7467.55,Pending,3,Product not as expected
01-11-2025,CUST4203,Electronics,Headphones,3,47222.27,Delivered,4,Satisfied with the product
14-07-2025,CUST6399,Home & Kitchen,Mixer Grinder,4,16744.42,Pending,5,Worth every rupee!
03-09-2025,CUST6147,Unknown,Science Textbook,3,16169.12,Delivered,2,Disappointed
12-07-2025,CUST5592,Home & Kitchen,Air Fryer,5,39142.32,Pending,3,Average
16-12-2025,CUST1440,Books,Science Textbook,5,49863.79,Returned,2,Quality could improve
11-12-2025,CUST9180,Beauty,Lipstick,1,40984.49,Returned,4,Value for money
07-02-2025,CUST8357,Clothing,Sneakers,2,35818.77,Returned,4,Pretty decent
26-12-2025,CUST9796,Books,Comics,4,27273.53,Delivered,3,Okay product
19-06-2025,CUST8052,Home & Kitchen,Cookware Set,5,2405.98,Delivered,4,Good quality
25-10-2025,CUST4621,Home & Kitchen,Cookware Set,5,37393.28,Pending,5,Worth every rupee!
05-09-2025,CUST2712,Unknown,Hair Dryer,5,7707.1,Pending,1,Very bad product
16-04-2025,CUST9537,Electronics,Laptop,3,15732.14,Pending,4,Pretty decent
23-01-2025,CUST2885,Electronics,Smartwatch,4,16081.69,Pending,3,Average
19-06-2025,CUST7985,Clothing,Jeans,5,8887.77,Delivered,3,Product not as expected
12-04-2025,CUST8365,Unknown,Jeans,4,24848.92,Delivered,5,Excellent product!
23-10-2025,CUST2667,Clothing,Jeans,3,37665.81,Pending,1,Defective item
28-09-2025,CUST6134,Clothing,Jacket,1,13265.2,Returned,4,Pretty decent
13-11-2025,CUST3826,Books,Fiction Novel,3,17728.85,Returned,4,Would buy again
01-03-2025,CUST3999,Electronics,Laptop,3,6069.51,Returned,3,Okay product
16-07-2025,CUST7931,Books,Children's Book,4,29902.01,Pending,5,Fantastic quality!
06-04-2025,CUST6154,Clothing,Saree,2,24584.17,Returned,3,Not satisfied
15-10-2025,CUST9281,Home & Kitchen,Mixer Grinder,4,6999.43,Pending,4,Pretty decent
16-01-2025,CUST4613,Beauty,Shampoo,4,8529.22,Delivered,5,Highly recommend!
17-10-2025,CUST9115,Clothing,Saree,3,8576.81,Returned,4,Good quality
14-08-2025,CUST9951,Home & Kitchen,Water Purifier,3,27193.76,Pending,1,Very bad product
14-02-2025,CUST8193,Clothing,Sneakers,1,22596.67,Delivered,3,Okay product
12-11-2025,CUST3281,Books,Biography,5,31711.98,Delivered,2,Not satisfied
28-03-2025,CUST6302,Books,Biography,5,24848.92,Pending,5,Fantastic quality!
31-01-2025,CUST5543,Home & Kitchen,Water Purifier,1,6952.33,Returned,4,Satisfied with the product
08-09-2025,CUST3329,Clothing,Jeans,3,41458.39,Returned,4,Pretty decent
26-07-2025,CUST9447,Beauty,Shampoo,1,31754.66,Returned,1,Defective item
23-08-2025,CUST6869,Beauty,Shampoo,3,24848.92,Returned,1,Terrible experience
26-05-2025,CUST6533,Clothing,Jacket,2,24836.8,Returned,3,Fair deal
09-01-2025,CUST3035,Home & Kitchen,Mixer Grinder,1,5158.82,Pending,4,Pretty decent
29-11-2025,CUST5945,Electronics,Smartwatch,2,49785.56,Pending,2,Not satisfied
27-01-2025,CUST7493,Home & Kitchen,Vacuum Cleaner,1,18717.82,Returned,2,Quality could improve
09-02-2025,CUST3174,Beauty,Face Cream,1,254.1,Returned,4,Pretty decent
22-12-2025,CUST3165,Unknown,Smartphone,3,40892.03,Delivered,4,Satisfied with the product
03-06-2025,CUST3246,Beauty,Face Cream,1,5339.44,Delivered,3,Okay product
14-08-2025,CUST6753,Electronics,Tablet,5,622.04,Returned,2,Quality could improve
21-02-2025,CUST3293,Beauty,Hair Dryer,4,43026.13,Returned,1,Terrible experience
22-05-2025,CUST2380,Home & Kitchen,Air Fryer,3,39595.62,Returned,2,Poor packaging
04-12-2025,CUST5942,Books,Comics,3,38992.69,Returned,1,Never buying again
03-05-2025,CUST9108,Books,Science Textbook,4,14917.99,Delivered,1,Waste of money
04-07-2025,CUST6185,Beauty,Hair Dryer,1,26508.67,Pending,1,Never buying again
07-02-2025,CUST1273,Beauty,Lipstick,5,24848.92,Delivered,4,Value for money
17-09-2025,CUST5693,Clothing,T-Shirt,1,47444.26,Pending,4,Pretty decent
12-02-2025,CUST6077,Electronics,Tablet,5,30879.14,Returned,3,Okay product
08-06-2025,CUST8167,Clothing,Saree,3,19658.43,Delivered,1,Waste of money
29-01-2025,CUST6067,Electronics,Smartwatch,1,22777.92,Delivered,5,Excellent product!
25-09-2025,CUST9474,Clothing,T-Shirt,2,24921.36,Delivered,3,Could be better
21-06-2025,CUST8034,Clothing,Sneakers,1,38617.23,Returned,1,Very bad product
